"rep","tail_weight","estimator","claim_decile","n","observed_sum","predicted_sum","reserve_error","observed_mean","predicted_mean"
8,4,"Huber",7,100,123756.01,116840.184078629,-0.0558827480085305,1237.5601,1168.40184078629
8,4,"Huber",8,100,161157.43,115543.837542561,-0.283037477437057,1611.5743,1155.43837542561
8,4,"Huber",9,100,261145.47,117390.009072151,-0.550480392893082,2611.4547,1173.90009072152
8,4,"Huber",10,100,1912183.3,116399.966797581,-0.939127192043994,19121.833,1163.99966797581
8,4,"L1",1,100,9591.08,117360.101498635,11.2363802093857,95.9108,1173.60101498635
8,4,"L1",2,100,35574.54,117409.363309668,2.30037614849462,355.7454,1174.09363309668
8,4,"L1",3,100,66679.44,117317.726752559,0.75942879473131,666.7944,1173.17726752559
8,4,"L1",4,100,106283.49,117476.43508854,0.10531217114286,1062.8349,1174.76435088541
8,4,"L1",5,100,115164.98,118879.220049067,0.0322514713159086,1151.6498,1188.79220049067
8,4,"L1",6,100,118437.65,117619.11510798,-0.00691110379190762,1184.3765,1176.1911510798
8,4,"L1",7,100,123756.01,117763.454743286,-0.0484223372805401,1237.5601,1177.63454743286
8,4,"L1",8,100,161157.43,117409.277095396,-0.271462214957163,1611.5743,1174.09277095396
8,4,"L1",9,100,261145.47,117821.628479522,-0.54882759988323,2611.4547,1178.21628479522
8,4,"L1",10,100,1912183.3,117596.166865892,-0.938501624365252,19121.833,1175.96166865892
8,8,"PMM-auto",1,100,9591.08,205978.585079296,20.4760574491399,95.9108,2059.78585079296
8,8,"PMM-auto",2,100,35574.54,203558.802101346,4.72203609945051,355.7454,2035.58802101346
8,8,"PMM-auto",3,100,66679.44,212081.509393331,2.18061323540406,666.7944,2120.81509393331
8,8,"PMM-auto",4,100,106283.49,234463.62786749,1.20602115970684,1062.8349,2344.63627867491
8,8,"PMM-auto",5,100,115164.98,253666.922237161,1.2026393981674,1151.6498,2536.66922237161
8,8,"PMM-auto",6,100,118437.65,230545.262293262,0.946553839030597,1184.3765,2305.45262293262
8,8,"PMM-auto",7,100,123756.01,244879.021813945,0.978724280250675,1237.5601,2448.79021813945
8,8,"PMM-auto",8,100,161157.43,245256.563844841,0.521844595342835,1611.5743,2452.56563844841
8,8,"PMM-auto",9,100,261145.47,203093.243908756,-0.222298422757417,2611.4547,2030.93243908756
8,8,"PMM-auto",10,100,1912183.3,329814.479529421,-0.827519422678035,19121.833,3298.14479529421
8,8,"PMM-relaxed",1,100,9591.08,205978.585079296,20.4760574491399,95.9108,2059.78585079296
8,8,"PMM-relaxed",2,100,35574.54,203558.802101346,4.72203609945051,355.7454,2035.58802101346
8,8,"PMM-relaxed",3,100,66679.44,212081.509393331,2.18061323540406,666.7944,2120.81509393331
8,8,"PMM-relaxed",4,100,106283.49,234463.62786749,1.20602115970684,1062.8349,2344.63627867491
8,8,"PMM-relaxed",5,100,115164.98,253666.922237161,1.2026393981674,1151.6498,2536.66922237161
8,8,"PMM-relaxed",6,100,118437.65,230545.262293262,0.946553839030597,1184.3765,2305.45262293262
8,8,"PMM-relaxed",7,100,123756.01,244879.021813945,0.978724280250675,1237.5601,2448.79021813945
8,8,"PMM-relaxed",8,100,161157.43,245256.563844841,0.521844595342835,1611.5743,2452.56563844841
8,8,"PMM-relaxed",9,100,261145.47,203093.243908756,-0.222298422757417,2611.4547,2030.93243908756
8,8,"PMM-relaxed",10,100,1912183.3,329814.479529421,-0.827519422678035,19121.833,3298.14479529421
8,8,"LSE",1,100,9591.08,212743.287222666,21.1813692746453,95.9108,2127.43287222665
8,8,"LSE",2,100,35574.54,236860.389304815,5.65814341674735,355.7454,2368.60389304815
8,8,"LSE",3,100,66679.44,223581.234365458,2.3530760661076,666.7944,2235.81234365458
8,8,"LSE",4,100,106283.49,217548.500602295,1.04687012632249,1062.8349,2175.48500602295
8,8,"LSE",5,100,115164.98,237605.424774396,1.06317428070926,1151.6498,2376.05424774396
8,8,"LSE",6,100,118437.65,228455.313887915,0.928907859012018,1184.3765,2284.55313887915
8,8,"LSE",7,100,123756.01,233008.352744788,0.882804340126898,1237.5601,2330.08352744788
8,8,"LSE",8,100,161157.43,233488.603821619,0.448823078288222,1611.5743,2334.88603821619
8,8,"LSE",9,100,261145.47,235061.849936202,-0.0998815719981576,2611.4547,2350.61849936202
8,8,"LSE",10,100,1912183.3,246004.119087308,-0.871349091330676,19121.833,2460.04119087308
8,8,"Huber",1,100,9591.08,111120.802838629,10.5858488135465,95.9108,1111.20802838629
8,8,"Huber",2,100,35574.54,113686.40562294,2.19572384134664,355.7454,1136.8640562294
8,8,"Huber",3,100,66679.44,113398.924277532,0.700658018086715,666.7944,1133.98924277532
8,8,"Huber",4,100,106283.49,114658.28077304,0.0787967234896065,1062.8349,1146.5828077304
8,8,"Huber",5,100,115164.98,113815.588017954,-0.0117170339633262,1151.6498,1138.15588017954
8,8,"Huber",6,100,118437.65,113729.904003347,-0.0397487285221669,1184.3765,1137.29904003347
8,8,"Huber",7,100,123756.01,116434.074275673,-0.0591642840159976,1237.5601,1164.34074275673
8,8,"Huber",8,100,161157.43,115947.536040954,-0.280532482796765,1611.5743,1159.47536040954
8,8,"Huber",9,100,261145.47,116971.007730644,-0.552084867753423,2611.4547,1169.71007730644
8,8,"Huber",10,100,1912183.3,118427.989830055,-0.938066612217534,19121.833,1184.27989830055
8,8,"L1",1,100,9591.08,117360.066348887,11.2363765445484,95.9108,1173.60066348887
8,8,"L1",2,100,35574.54,117408.677211607,2.30035686228429,355.7454,1174.08677211607
8,8,"L1",3,100,66679.44,117317.664975875,0.759427868258568,666.7944,1173.17664975875
8,8,"L1",4,100,106283.49,117475.744745551,0.105305675844395,1062.8349,1174.75744745551
8,8,"L1",5,100,115164.98,118873.230800102,0.0321994654981204,1151.6498,1188.73230800102
8,8,"L1",6,100,118437.65,117619.779991679,-0.00690549000525809,1184.3765,1176.19779991679
8,8,"L1",7,100,123756.01,117763.34020892,-0.048423262765825,1237.5601,1177.6334020892
8,8,"L1",8,100,161157.43,117408.184133276,-0.27146899691019,1611.5743,1174.08184133276
8,8,"L1",9,100,261145.47,117821.161402175,-0.548829388454737,2611.4547,1178.21161402175
8,8,"L1",10,100,1912183.3,117595.4495884,-0.938501999474423,19121.833,1175.954495884
8,16,"PMM-auto",1,100,9591.08,205978.585079296,20.4760574491399,95.9108,2059.78585079296
8,16,"PMM-auto",2,100,35574.54,203558.802101346,4.72203609945051,355.7454,2035.58802101346
8,16,"PMM-auto",3,100,66679.44,212081.509393331,2.18061323540406,666.7944,2120.81509393331
8,16,"PMM-auto",4,100,106283.49,234463.62786749,1.20602115970684,1062.8349,2344.63627867491
8,16,"PMM-auto",5,100,115164.98,253666.922237161,1.2026393981674,1151.6498,2536.66922237161
8,16,"PMM-auto",6,100,118437.65,230545.262293262,0.946553839030597,1184.3765,2305.45262293262
8,16,"PMM-auto",7,100,123756.01,244879.021813945,0.978724280250675,1237.5601,2448.79021813945
8,16,"PMM-auto",8,100,161157.43,245256.563844841,0.521844595342835,1611.5743,2452.56563844841
8,16,"PMM-auto",9,100,261145.47,203093.243908756,-0.222298422757417,2611.4547,2030.93243908756
8,16,"PMM-auto",10,100,1912183.3,329814.479529421,-0.827519422678035,19121.833,3298.14479529421
8,16,"PMM-relaxed",1,100,9591.08,205978.585079296,20.4760574491399,95.9108,2059.78585079296
8,16,"PMM-relaxed",2,100,35574.54,203558.802101346,4.72203609945051,355.7454,2035.58802101346
8,16,"PMM-relaxed",3,100,66679.44,212081.509393331,2.18061323540406,666.7944,2120.81509393331
8,16,"PMM-relaxed",4,100,106283.49,234463.62786749,1.20602115970684,1062.8349,2344.63627867491
8,16,"PMM-relaxed",5,100,115164.98,253666.922237161,1.2026393981674,1151.6498,2536.66922237161
8,16,"PMM-relaxed",6,100,118437.65,230545.262293262,0.946553839030597,1184.3765,2305.45262293262
8,16,"PMM-relaxed",7,100,123756.01,244879.021813945,0.978724280250675,1237.5601,2448.79021813945
8,16,"PMM-relaxed",8,100,161157.43,245256.563844841,0.521844595342835,1611.5743,2452.56563844841
8,16,"PMM-relaxed",9,100,261145.47,203093.243908756,-0.222298422757417,2611.4547,2030.93243908756
8,16,"PMM-relaxed",10,100,1912183.3,329814.479529421,-0.827519422678035,19121.833,3298.14479529421
8,16,"LSE",1,100,9591.08,212743.287222666,21.1813692746453,95.9108,2127.43287222665
8,16,"LSE",2,100,35574.54,236860.389304815,5.65814341674735,355.7454,2368.60389304815
8,16,"LSE",3,100,66679.44,223581.234365458,2.3530760661076,666.7944,2235.81234365458
8,16,"LSE",4,100,106283.49,217548.500602295,1.04687012632249,1062.8349,2175.48500602295
8,16,"LSE",5,100,115164.98,237605.424774396,1.06317428070926,1151.6498,2376.05424774396
8,16,"LSE",6,100,118437.65,228455.313887915,0.928907859012018,1184.3765,2284.55313887915
8,16,"LSE",7,100,123756.01,233008.352744788,0.882804340126898,1237.5601,2330.08352744788
8,16,"LSE",8,100,161157.43,233488.603821619,0.448823078288222,1611.5743,2334.88603821619
8,16,"LSE",9,100,261145.47,235061.849936202,-0.0998815719981576,2611.4547,2350.61849936202
8,16,"LSE",10,100,1912183.3,246004.119087308,-0.871349091330676,19121.833,2460.04119087308
8,16,"Huber",1,100,9591.08,111120.802838629,10.5858488135465,95.9108,1111.20802838629
8,16,"Huber",2,100,35574.54,113686.40562294,2.19572384134664,355.7454,1136.8640562294
8,16,"Huber",3,100,66679.44,113398.924277532,0.700658018086715,666.7944,1133.98924277532
8,16,"Huber",4,100,106283.49,114658.28077304,0.0787967234896065,1062.8349,1146.5828077304
8,16,"Huber",5,100,115164.98,113815.588017954,-0.0117170339633262,1151.6498,1138.15588017954
8,16,"Huber",6,100,118437.65,113729.904003347,-0.0397487285221669,1184.3765,1137.29904003347
8,16,"Huber",7,100,123756.01,116434.074275673,-0.0591642840159976,1237.5601,1164.34074275673
8,16,"Huber",8,100,161157.43,115947.536040954,-0.280532482796765,1611.5743,1159.47536040954
8,16,"Huber",9,100,261145.47,116971.007730644,-0.552084867753423,2611.4547,1169.71007730644
8,16,"Huber",10,100,1912183.3,118427.989830055,-0.938066612217534,19121.833,1184.27989830055
8,16,"L1",1,100,9591.08,117360.066348887,11.2363765445484,95.9108,1173.60066348887
8,16,"L1",2,100,35574.54,117408.677211607,2.30035686228429,355.7454,1174.08677211607
8,16,"L1",3,100,66679.44,117317.664975875,0.759427868258568,666.7944,1173.17664975875
8,16,"L1",4,100,106283.49,117475.744745551,0.105305675844395,1062.8349,1174.75744745551
8,16,"L1",5,100,115164.98,118873.230800102,0.0321994654981204,1151.6498,1188.73230800102
8,16,"L1",6,100,118437.65,117619.779991679,-0.00690549000525809,1184.3765,1176.19779991679
8,16,"L1",7,100,123756.01,117763.34020892,-0.048423262765825,1237.5601,1177.6334020892
8,16,"L1",8,100,161157.43,117408.184133276,-0.27146899691019,1611.5743,1174.08184133276
8,16,"L1",9,100,261145.47,117821.161402175,-0.548829388454737,2611.4547,1178.21161402175
8,16,"L1",10,100,1912183.3,117595.4495884,-0.938501999474423,19121.833,1175.954495884
9,1,"PMM-auto",1,100,8206.51,246678.902670696,29.0589291514537,82.0651,2466.78902670696
9,1,"PMM-auto",2,100,37389.17,270738.683047237,6.24109904143998,373.8917,2707.38683047237
9,1,"PMM-auto",3,100,64009.3,239078.656435178,2.73506125571094,640.093,2390.78656435178
9,1,"PMM-auto",4,100,101969.93,237051.054579589,1.32471528204039,1019.6993,2370.51054579589
9,1,"PMM-auto",5,100,114395.75,221674.030143773,0.937782042984756,1143.9575,2216.74030143773
9,1,"PMM-auto",6,100,118273.75,233367.86110879,0.973116275663788,1182.7375,2333.6786110879
9,1,"PMM-auto",7,100,120517.99,250962.056645164,1.0823617838728,1205.1799,2509.62056645164
9,1,"PMM-auto",8,100,145419.77,258527.451970449,0.77780127124702,1454.1977,2585.27451970449
9,1,"PMM-auto",9,100,231729.22,264521.273147937,0.141510221058602,2317.2922,2645.21273147937
9,1,"PMM-auto",10,100,2249333.95,272813.526228173,-0.878713640440908,22493.3395,2728.13526228173
9,1,"PMM-relaxed",1,100,8206.51,246678.902670696,29.0589291514537,82.0651,2466.78902670696
9,1,"PMM-relaxed",2,100,37389.17,270738.683047237,6.24109904143998,373.8917,2707.38683047237
9,1,"PMM-relaxed",3,100,64009.3,239078.656435178,2.73506125571094,640.093,2390.78656435178
9,1,"PMM-relaxed",4,100,101969.93,237051.054579589,1.32471528204039,1019.6993,2370.51054579589
9,1,"PMM-relaxed",5,100,114395.75,221674.030143773,0.937782042984756,1143.9575,2216.74030143773
9,1,"PMM-relaxed",6,100,118273.75,233367.86110879,0.973116275663788,1182.7375,2333.6786110879
9,1,"PMM-relaxed",7,100,120517.99,250962.056645164,1.0823617838728,1205.1799,2509.62056645164
9,1,"PMM-relaxed",8,100,145419.77,258527.451970449,0.77780127124702,1454.1977,2585.27451970449
9,1,"PMM-relaxed",9,100,231729.22,264521.273147937,0.141510221058602,2317.2922,2645.21273147937
9,1,"PMM-relaxed",10,100,2249333.95,272813.526228173,-0.878713640440908,22493.3395,2728.13526228173
9,1,"LSE",1,100,8206.51,233198.684152777,27.4163041478993,82.0651,2331.98684152777
9,1,"LSE",2,100,37389.17,275389.630973003,6.3654919585806,373.8917,2753.89630973003
9,1,"LSE",3,100,64009.3,253735.111137204,2.96403508767013,640.093,2537.35111137204
9,1,"LSE",4,100,101969.93,239797.897249836,1.35165305350152,1019.6993,2397.97897249836
9,1,"LSE",5,100,114395.75,241631.122443069,1.11223863161935,1143.9575,2416.31122443069
9,1,"LSE",6,100,118273.75,227890.263129428,0.926803395761338,1182.7375,2278.90263129428
9,1,"LSE",7,100,120517.99,247583.489296754,1.05432806584938,1205.1799,2475.83489296755
9,1,"LSE",8,100,145419.77,258652.760313882,0.77866297212464,1454.1977,2586.52760313881
9,1,"LSE",9,100,231729.22,252431.574397907,0.0893385581581245,2317.2922,2524.31574397907
9,1,"LSE",10,100,2249333.95,293784.507131241,-0.869390444610841,22493.3395,2937.84507131241
9,1,"Huber",1,100,8206.51,113419.939886045,12.8207276766914,82.0651,1134.19939886045
9,1,"Huber",2,100,37389.17,119898.16143097,2.20676178238163,373.8917,1198.9816143097
9,1,"Huber",3,100,64009.3,118960.987714801,0.858495370435253,640.093,1189.60987714801
9,1,"Huber",4,100,101969.93,115996.978772285,0.137560639418751,1019.6993,1159.96978772285
9,1,"Huber",5,100,114395.75,115073.317342523,0.00592301149756902,1143.9575,1150.73317342523
9,1,"Huber",6,100,118273.75,115794.252468275,-0.0209640561132564,1182.7375,1157.94252468275
9,1,"Huber",7,100,120517.99,121103.220892727,0.00485596293737656,1205.1799,1211.03220892727
9,1,"Huber",8,100,145419.77,120129.730089686,-0.1739106031478,1454.1977,1201.29730089686
9,1,"Huber",9,100,231729.22,117038.815919477,-0.494932853442147,2317.2922,1170.38815919477
9,1,"Huber",10,100,2249333.95,121794.133587869,-0.9458532453183,22493.3395,1217.94133587869
9,1,"L1",1,100,8206.51,117231.715939764,13.2852096615691,82.0651,1172.31715939764
9,1,"L1",2,100,37389.17,117633.543940655,2.14619297354434,373.8917,1176.33543940655
9,1,"L1",3,100,64009.3,117566.640900731,0.836711866880761,640.093,1175.66640900731
9,1,"L1",4,100,101969.93,117533.74625273,0.152631430194466,1019.6993,1175.3374625273
9,1,"L1",5,100,114395.75,117296.204304342,0.0253545634723464,1143.9575,1172.96204304341
9,1,"L1",6,100,118273.75,119054.051343202,0.00659741779728629,1182.7375,1190.54051343202
9,1,"L1",7,100,120517.99,117685.769722287,-0.0235003942375173,1205.1799,1176.85769722287
9,1,"L1",8,100,145419.77,117298.485957658,-0.193380061337894,1454.1977,1172.98485957658
9,1,"L1",9,100,231729.22,117308.725397782,-0.493768091059978,2317.2922,1173.08725397782
9,1,"L1",10,100,2249333.95,117263.603918242,-0.94786741029795,22493.3395,1172.63603918242
9,2,"PMM-auto",1,100,8206.51,253195.529385394,29.8530093042468,82.0651,2531.95529385394
9,2,"PMM-auto",2,100,37389.17,277817.855609078,6.43043655713881,373.8917,2778.17855609078
9,2,"PMM-auto",3,100,64009.3,244227.283304261,2.81549686224128,640.093,2442.27283304261
9,2,"PMM-auto",4,100,101969.93,226479.461766672,1.22104165185434,1019.6993,2264.79461766672
9,2,"PMM-auto",5,100,114395.75,238019.196999309,1.0806646837781,1143.9575,2380.19196999309
9,2,"PMM-auto",6,100,118273.75,227751.468670131,0.925629893954751,1182.7375,2277.51468670131
9,2,"PMM-auto",7,100,120517.99,239615.248860461,0.988211460052241,1205.1799,2396.15248860461
9,2,"PMM-auto",8,100,145419.77,259132.928706818,0.781964919259728,1454.1977,2591.32928706818
9,2,"PMM-auto",9,100,231729.22,245824.660418191,0.0608272034842698,2317.2922,2458.24660418191
9,2,"PMM-auto",10,100,2249333.95,287597.995227006,-0.872140819629292,22493.3395,2875.97995227007
9,2,"PMM-relaxed",1,100,8206.51,253195.529385394,29.8530093042468,82.0651,2531.95529385394
9,2,"PMM-relaxed",2,100,37389.17,277817.855609078,6.43043655713881,373.8917,2778.17855609078
9,2,"PMM-relaxed",3,100,64009.3,244227.283304261,2.81549686224128,640.093,2442.27283304261
9,2,"PMM-relaxed",4,100,101969.93,226479.461766672,1.22104165185434,1019.6993,2264.79461766672
9,2,"PMM-relaxed",5,100,114395.75,238019.196999309,1.0806646837781,1143.9575,2380.19196999309
9,2,"PMM-relaxed",6,100,118273.75,227751.468670131,0.925629893954751,1182.7375,2277.51468670131
9,2,"PMM-relaxed",7,100,120517.99,239615.248860461,0.988211460052241,1205.1799,2396.15248860461
9,2,"PMM-relaxed",8,100,145419.77,259132.928706818,0.781964919259728,1454.1977,2591.32928706818
9,2,"PMM-relaxed",9,100,231729.22,245824.660418191,0.0608272034842698,2317.2922,2458.24660418191
9,2,"PMM-relaxed",10,100,2249333.95,287597.995227006,-0.872140819629292,22493.3395,2875.97995227007
9,2,"LSE",1,100,8206.51,233198.684152777,27.4163041478993,82.0651,2331.98684152777
9,2,"LSE",2,100,37389.17,275389.630973003,6.3654919585806,373.8917,2753.89630973003
9,2,"LSE",3,100,64009.3,253735.111137204,2.96403508767013,640.093,2537.35111137204
9,2,"LSE",4,100,101969.93,239797.897249837,1.35165305350152,1019.6993,2397.97897249837
9,2,"LSE",5,100,114395.75,241631.122443069,1.11223863161935,1143.9575,2416.31122443069
9,2,"LSE",6,100,118273.75,227890.263129428,0.926803395761342,1182.7375,2278.90263129428
9,2,"LSE",7,100,120517.99,247583.489296755,1.05432806584938,1205.1799,2475.83489296755
9,2,"LSE",8,100,145419.77,258652.760313882,0.778662972124642,1454.1977,2586.52760313882
9,2,"LSE",9,100,231729.22,252431.574397907,0.0893385581581245,2317.2922,2524.31574397907
9,2,"LSE",10,100,2249333.95,293784.50713124,-0.869390444610841,22493.3395,2937.8450713124
9,2,"Huber",1,100,8206.51,113419.939886045,12.8207276766914,82.0651,1134.19939886045
9,2,"Huber",2,100,37389.17,119898.16143097,2.20676178238163,373.8917,1198.9816143097
9,2,"Huber",3,100,64009.3,118960.987714801,0.858495370435253,640.093,1189.60987714801
9,2,"Huber",4,100,101969.93,115996.978772285,0.137560639418751,1019.6993,1159.96978772285
9,2,"Huber",5,100,114395.75,115073.317342523,0.00592301149756902,1143.9575,1150.73317342523
9,2,"Huber",6,100,118273.75,115794.252468275,-0.0209640561132564,1182.7375,1157.94252468275
9,2,"Huber",7,100,120517.99,121103.220892727,0.00485596293737656,1205.1799,1211.03220892727
9,2,"Huber",8,100,145419.77,120129.730089686,-0.1739106031478,1454.1977,1201.29730089686
9,2,"Huber",9,100,231729.22,117038.815919477,-0.494932853442147,2317.2922,1170.38815919477
9,2,"Huber",10,100,2249333.95,121794.133587869,-0.9458532453183,22493.3395,1217.94133587869
9,2,"L1",1,100,8206.51,117231.715939764,13.2852096615691,82.0651,1172.31715939764
9,2,"L1",2,100,37389.17,117633.543940655,2.14619297354434,373.8917,1176.33543940655
9,2,"L1",3,100,64009.3,117566.640900731,0.836711866880761,640.093,1175.66640900731
9,2,"L1",4,100,101969.93,117533.74625273,0.152631430194466,1019.6993,1175.3374625273
9,2,"L1",5,100,114395.75,117296.204304342,0.0253545634723464,1143.9575,1172.96204304341
9,2,"L1",6,100,118273.75,119054.051343202,0.00659741779728629,1182.7375,1190.54051343202
9,2,"L1",7,100,120517.99,117685.769722287,-0.0235003942375173,1205.1799,1176.85769722287
9,2,"L1",8,100,145419.77,117298.485957658,-0.193380061337894,1454.1977,1172.98485957658
9,2,"L1",9,100,231729.22,117308.725397782,-0.493768091059978,2317.2922,1173.08725397782
9,2,"L1",10,100,2249333.95,117263.603918242,-0.94786741029795,22493.3395,1172.63603918242
9,4,"PMM-auto",1,100,8206.51,252265.481552186,29.739678810138,82.0651,2522.65481552186
9,4,"PMM-auto",2,100,37389.17,277796.228289013,6.42985811904926,373.8917,2777.96228289013
9,4,"PMM-auto",3,100,64009.3,249145.841936956,2.8923381748739,640.093,2491.45841936956
9,4,"PMM-auto",4,100,101969.93,229612.249463071,1.25176431388225,1019.6993,2296.12249463071
9,4,"PMM-auto",5,100,114395.75,234690.857665269,1.05156972759276,1143.9575,2346.90857665269
9,4,"PMM-auto",6,100,118273.75,226005.964467389,0.910871723162488,1182.7375,2260.05964467389
9,4,"PMM-auto",7,100,120517.99,239989.665072847,0.991318184719538,1205.1799,2399.89665072847
9,4,"PMM-auto",8,100,145419.77,262514.605083085,0.805219504081773,1454.1977,2625.14605083085
9,4,"PMM-auto",9,100,231729.22,246261.087325475,0.0627105521067854,2317.2922,2462.61087325475
9,4,"PMM-auto",10,100,2249333.95,285841.426849192,-0.872921747858209,22493.3395,2858.41426849192
9,4,"PMM-relaxed",1,100,8206.51,252265.481552186,29.739678810138,82.0651,2522.65481552186
9,4,"PMM-relaxed",2,100,37389.17,277796.228289013,6.42985811904926,373.8917,2777.96228289013
9,4,"PMM-relaxed",3,100,64009.3,249145.841936956,2.8923381748739,640.093,2491.45841936956
9,4,"PMM-relaxed",4,100,101969.93,229612.249463071,1.25176431388225,1019.6993,2296.12249463071
9,4,"PMM-relaxed",5,100,114395.75,234690.857665269,1.05156972759276,1143.9575,2346.90857665269
9,4,"PMM-relaxed",6,100,118273.75,226005.964467389,0.910871723162488,1182.7375,2260.05964467389
9,4,"PMM-relaxed",7,100,120517.99,239989.665072847,0.991318184719538,1205.1799,2399.89665072847
9,4,"PMM-relaxed",8,100,145419.77,262514.605083085,0.805219504081773,1454.1977,2625.14605083085
9,4,"PMM-relaxed",9,100,231729.22,246261.087325475,0.0627105521067854,2317.2922,2462.61087325475
9,4,"PMM-relaxed",10,100,2249333.95,285841.426849192,-0.872921747858209,22493.3395,2858.41426849192
9,4,"LSE",1,100,8206.51,237494.882988713,27.9398152184928,82.0651,2374.94882988713
9,4,"LSE",2,100,37389.17,266251.1892612,6.12107782176496,373.8917,2662.511892612
9,4,"LSE",3,100,64009.3,251647.105356465,2.93141473749072,640.093,2516.47105356465
9,4,"LSE",4,100,101969.93,237448.258099203,1.32861058254333,1019.6993,2374.48258099203
9,4,"LSE",5,100,114395.75,263315.80658901,1.3017971086252,1143.9575,2633.15806589011
9,4,"LSE",6,100,118273.75,234264.698929746,0.980699004891164,1182.7375,2342.64698929746
9,4,"LSE",7,100,120517.99,247718.073294098,1.05544477877617,1205.1799,2477.18073294098
9,4,"LSE",8,100,145419.77,247637.202692984,0.702912903059767,1454.1977,2476.37202692983
9,4,"LSE",9,100,231729.22,263065.781183731,0.135229217893758,2317.2922,2630.6578118373
9,4,"LSE",10,100,2249333.95,280549.94585726,-0.875274213570084,22493.3395,2805.4994585726
9,4,"Huber",1,100,8206.51,113419.939886045,12.8207276766914,82.0651,1134.19939886045
9,4,"Huber",2,100,37389.17,119898.16143097,2.20676178238163,373.8917,1198.9816143097
9,4,"Huber",3,100,64009.3,118960.987714801,0.858495370435253,640.093,1189.60987714801
9,4,"Huber",4,100,101969.93,115996.978772285,0.137560639418751,1019.6993,1159.96978772285
9,4,"Huber",5,100,114395.75,115073.317342523,0.00592301149756902,1143.9575,1150.73317342523
9,4,"Huber",6,100,118273.75,115794.252468275,-0.0209640561132564,1182.7375,1157.94252468275
9,4,"Huber",7,100,120517.99,121103.220892727,0.00485596293737656,1205.1799,1211.03220892727
9,4,"Huber",8,100,145419.77,120129.730089686,-0.1739106031478,1454.1977,1201.29730089686
9,4,"Huber",9,100,231729.22,117038.815919477,-0.494932853442147,2317.2922,1170.38815919477
9,4,"Huber",10,100,2249333.95,121794.133587869,-0.9458532453183,22493.3395,1217.94133587869
9,4,"L1",1,100,8206.51,117358.266503934,13.3006304146262,82.0651,1173.58266503934
9,4,"L1",2,100,37389.17,123406.972018992,2.30060742238974,373.8917,1234.06972018992
9,4,"L1",3,100,64009.3,117901.951829494,0.841950338927212,640.093,1179.01951829494
9,4,"L1",4,100,101969.93,127168.843059793,0.247121019498524,1019.6993,1271.68843059793
9,4,"L1",5,100,114395.75,116563.493853412,0.0189495138885118,1143.9575,1165.63493853412
9,4,"L1",6,100,118273.75,113171.361536534,-0.0431404978997129,1182.7375,1131.71361536534
9,4,"L1",7,100,120517.99,226744.416663504,0.881415518658289,1205.1799,2267.44416663504
9,4,"L1",8,100,145419.77,118964.181767809,-0.181925664111494,1454.1977,1189.64181767809
9,4,"L1",9,100,231729.22,118441.085981009,-0.488881523094028,2317.2922,1184.41085981009
9,4,"L1",10,100,2249333.95,118415.481300219,-0.947355313202728,22493.3395,1184.1548130022
9,8,"PMM-auto",1,100,8206.51,252265.481552186,29.739678810138,82.0651,2522.65481552186
9,8,"PMM-auto",2,100,37389.17,277796.228289013,6.42985811904926,373.8917,2777.96228289013
9,8,"PMM-auto",3,100,64009.3,249145.841936956,2.8923381748739,640.093,2491.45841936956
9,8,"PMM-auto",4,100,101969.93,229612.249463071,1.25176431388225,1019.6993,2296.12249463071
9,8,"PMM-auto",5,100,114395.75,234690.857665269,1.05156972759276,1143.9575,2346.90857665269
9,8,"PMM-auto",6,100,118273.75,226005.964467389,0.910871723162488,1182.7375,2260.05964467389
9,8,"PMM-auto",7,100,120517.99,239989.665072847,0.991318184719538,1205.1799,2399.89665072847
9,8,"PMM-auto",8,100,145419.77,262514.605083085,0.805219504081773,1454.1977,2625.14605083085
9,8,"PMM-auto",9,100,231729.22,246261.087325475,0.0627105521067854,2317.2922,2462.61087325475
9,8,"PMM-auto",10,100,2249333.95,285841.426849192,-0.872921747858209,22493.3395,2858.41426849192
9,8,"PMM-relaxed",1,100,8206.51,252265.481552186,29.739678810138,82.0651,2522.65481552186
9,8,"PMM-relaxed",2,100,37389.17,277796.228289013,6.42985811904926,373.8917,2777.96228289013
9,8,"PMM-relaxed",3,100,64009.3,249145.841936956,2.8923381748739,640.093,2491.45841936956
9,8,"PMM-relaxed",4,100,101969.93,229612.249463071,1.25176431388225,1019.6993,2296.12249463071
9,8,"PMM-relaxed",5,100,114395.75,234690.857665269,1.05156972759276,1143.9575,2346.90857665269
9,8,"PMM-relaxed",6,100,118273.75,226005.964467389,0.910871723162488,1182.7375,2260.05964467389
9,8,"PMM-relaxed",7,100,120517.99,239989.665072847,0.991318184719538,1205.1799,2399.89665072847
9,8,"PMM-relaxed",8,100,145419.77,262514.605083085,0.805219504081773,1454.1977,2625.14605083085
9,8,"PMM-relaxed",9,100,231729.22,246261.087325475,0.0627105521067854,2317.2922,2462.61087325475
9,8,"PMM-relaxed",10,100,2249333.95,285841.426849192,-0.872921747858209,22493.3395,2858.41426849192
9,8,"LSE",1,100,8206.51,237494.882988713,27.9398152184928,82.0651,2374.94882988713
9,8,"LSE",2,100,37389.17,266251.1892612,6.12107782176496,373.8917,2662.511892612
9,8,"LSE",3,100,64009.3,251647.105356465,2.93141473749072,640.093,2516.47105356465
