"rep","tail_weight","estimator","claim_decile","n","observed_sum","predicted_sum","reserve_error","observed_mean","predicted_mean"
3,1,"Huber",5,100,114477.31,113939.144568075,-0.00470106636786716,1144.7731,1139.39144568075
3,1,"Huber",6,100,118337.75,111720.468814813,-0.0559185989693634,1183.3775,1117.20468814813
3,1,"Huber",7,100,121799.51,113564.148489753,-0.0676140775135093,1217.9951,1135.64148489753
3,1,"Huber",8,100,159391.95,115887.592400179,-0.272939490355824,1593.9195,1158.87592400179
3,1,"Huber",9,100,256704.6,116009.090437355,-0.548083320527351,2567.046,1160.09090437355
3,1,"Huber",10,100,1801632.95,119690.988435096,-0.933565275637806,18016.3295,1196.90988435096
3,1,"L1",1,100,9230.48,117050.64481201,11.6808838556619,92.3048,1170.5064481201
3,1,"L1",2,100,36066.54,117414.461160546,2.2554955690384,360.6654,1174.14461160546
3,1,"L1",3,100,66045.42,117002.587531731,0.771547331090199,660.4542,1170.02587531731
3,1,"L1",4,100,104927.62,117838.816730599,0.123048599888184,1049.2762,1178.38816730599
3,1,"L1",5,100,114477.31,118597.598399339,0.0359921839475368,1144.7731,1185.97598399339
3,1,"L1",6,100,118337.75,118609.116160921,0.00229314957332472,1183.3775,1186.09116160921
3,1,"L1",7,100,121799.51,117663.922556101,-0.0339540564974271,1217.9951,1176.63922556101
3,1,"L1",8,100,159391.95,117733.606748407,-0.26135788696727,1593.9195,1177.33606748407
3,1,"L1",9,100,256704.6,123785.898242532,-0.51778854666986,2567.046,1237.85898242532
3,1,"L1",10,100,1801632.95,117617.886966904,-0.93471595478596,18016.3295,1176.17886966904
3,2,"PMM-auto",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,2,"PMM-auto",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,2,"PMM-auto",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,2,"PMM-auto",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,2,"PMM-auto",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,2,"PMM-auto",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,2,"PMM-auto",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,2,"PMM-auto",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,2,"PMM-auto",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,2,"PMM-auto",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,2,"PMM-relaxed",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,2,"PMM-relaxed",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,2,"PMM-relaxed",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,2,"PMM-relaxed",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,2,"PMM-relaxed",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,2,"PMM-relaxed",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,2,"PMM-relaxed",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,2,"PMM-relaxed",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,2,"PMM-relaxed",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,2,"PMM-relaxed",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,2,"LSE",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,2,"LSE",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,2,"LSE",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,2,"LSE",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,2,"LSE",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,2,"LSE",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,2,"LSE",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,2,"LSE",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,2,"LSE",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,2,"LSE",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,2,"Huber",1,100,9230.48,113027.994204392,11.2450830514114,92.3048,1130.27994204392
3,2,"Huber",2,100,36066.54,116900.165939331,2.24123594720568,360.6654,1169.00165939331
3,2,"Huber",3,100,66045.42,114901.666661218,0.739737087919465,660.4542,1149.01666661218
3,2,"Huber",4,100,104927.62,114092.746568444,0.0873471309884251,1049.2762,1140.92746568444
3,2,"Huber",5,100,114477.31,113939.144568075,-0.00470106636786716,1144.7731,1139.39144568075
3,2,"Huber",6,100,118337.75,111720.468814813,-0.0559185989693634,1183.3775,1117.20468814813
3,2,"Huber",7,100,121799.51,113564.148489753,-0.0676140775135093,1217.9951,1135.64148489753
3,2,"Huber",8,100,159391.95,115887.592400179,-0.272939490355824,1593.9195,1158.87592400179
3,2,"Huber",9,100,256704.6,116009.090437355,-0.548083320527351,2567.046,1160.09090437355
3,2,"Huber",10,100,1801632.95,119690.988435096,-0.933565275637806,18016.3295,1196.90988435096
3,2,"L1",1,100,9230.48,117291.20296577,11.7069451389061,92.3048,1172.91202965769
3,2,"L1",2,100,36066.54,117403.908376376,2.2552029769525,360.6654,1174.03908376376
3,2,"L1",3,100,66045.42,117189.62788654,0.774379326931982,660.4542,1171.8962788654
3,2,"L1",4,100,104927.62,117745.697571957,0.122161139001882,1049.2762,1177.45697571957
3,2,"L1",5,100,114477.31,123420.238196411,0.0781196570430556,1144.7731,1234.20238196411
3,2,"L1",6,100,118337.75,122872.952017342,0.0383242204397349,1183.3775,1228.72952017342
3,2,"L1",7,100,121799.51,117720.780134277,-0.0334872436327813,1217.9951,1177.20780134277
3,2,"L1",8,100,159391.95,118650.27699021,-0.255606842188642,1593.9195,1186.5027699021
3,2,"L1",9,100,256704.6,182073.35801665,-0.290728105313853,2567.046,1820.7335801665
3,2,"L1",10,100,1801632.95,116629.409456944,-0.935264611220091,18016.3295,1166.29409456944
3,4,"PMM-auto",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,4,"PMM-auto",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,4,"PMM-auto",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,4,"PMM-auto",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,4,"PMM-auto",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,4,"PMM-auto",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,4,"PMM-auto",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,4,"PMM-auto",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,4,"PMM-auto",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,4,"PMM-auto",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,4,"PMM-relaxed",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,4,"PMM-relaxed",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,4,"PMM-relaxed",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,4,"PMM-relaxed",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,4,"PMM-relaxed",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,4,"PMM-relaxed",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,4,"PMM-relaxed",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,4,"PMM-relaxed",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,4,"PMM-relaxed",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,4,"PMM-relaxed",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,4,"LSE",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,4,"LSE",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,4,"LSE",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,4,"LSE",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,4,"LSE",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,4,"LSE",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,4,"LSE",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,4,"LSE",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,4,"LSE",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,4,"LSE",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,4,"Huber",1,100,9230.48,112983.529880894,11.240265932096,92.3048,1129.83529880894
3,4,"Huber",2,100,36066.54,117461.12278225,2.25678933388814,360.6654,1174.6112278225
3,4,"Huber",3,100,66045.42,114810.102488571,0.738350706053059,660.4542,1148.10102488571
3,4,"Huber",4,100,104927.62,114218.556532313,0.0885461476426654,1049.2762,1142.18556532314
3,4,"Huber",5,100,114477.31,113728.718958147,-0.00653920887774684,1144.7731,1137.28718958147
3,4,"Huber",6,100,118337.75,111454.378895761,-0.0581671622473722,1183.3775,1114.54378895761
3,4,"Huber",7,100,121799.51,113428.112607657,-0.0687309611700664,1217.9951,1134.28112607657
3,4,"Huber",8,100,159391.95,115592.882777107,-0.274788452132576,1593.9195,1155.92882777107
3,4,"Huber",9,100,256704.6,116241.323946251,-0.547178648352031,2567.046,1162.41323946251
3,4,"Huber",10,100,1801632.95,119389.867218844,-0.933732413575782,18016.3295,1193.89867218844
3,4,"L1",1,100,9230.48,117109.35452918,11.6872442743151,92.3048,1171.0935452918
3,4,"L1",2,100,36066.54,117270.046434995,2.2514914498312,360.6654,1172.70046434995
3,4,"L1",3,100,66045.42,116997.235468879,0.771466294996365,660.4542,1169.97235468879
3,4,"L1",4,100,104927.62,117451.524850731,0.119357561438362,1049.2762,1174.51524850731
3,4,"L1",5,100,114477.31,118241.498084868,0.0328815211055158,1144.7731,1182.41498084868
3,4,"L1",6,100,118337.75,120100.678210327,0.0148974288452095,1183.3775,1201.00678210327
3,4,"L1",7,100,121799.51,117418.128968926,-0.0359720743628102,1217.9951,1174.18128968926
3,4,"L1",8,100,159391.95,117386.005326045,-0.26353868356561,1593.9195,1173.86005326045
3,4,"L1",9,100,256704.6,130985.146958221,-0.489743670513807,2567.046,1309.85146958221
3,4,"L1",10,100,1801632.95,117102.939982848,-0.935001777147311,18016.3295,1171.02939982848
3,8,"PMM-auto",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,8,"PMM-auto",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,8,"PMM-auto",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,8,"PMM-auto",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,8,"PMM-auto",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,8,"PMM-auto",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,8,"PMM-auto",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,8,"PMM-auto",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,8,"PMM-auto",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,8,"PMM-auto",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,8,"PMM-relaxed",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,8,"PMM-relaxed",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,8,"PMM-relaxed",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,8,"PMM-relaxed",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,8,"PMM-relaxed",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,8,"PMM-relaxed",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,8,"PMM-relaxed",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,8,"PMM-relaxed",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,8,"PMM-relaxed",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,8,"PMM-relaxed",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,8,"LSE",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,8,"LSE",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,8,"LSE",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,8,"LSE",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,8,"LSE",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,8,"LSE",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,8,"LSE",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,8,"LSE",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,8,"LSE",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,8,"LSE",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,8,"Huber",1,100,9230.48,112983.529880894,11.240265932096,92.3048,1129.83529880894
3,8,"Huber",2,100,36066.54,117461.12278225,2.25678933388814,360.6654,1174.6112278225
3,8,"Huber",3,100,66045.42,114810.102488571,0.738350706053058,660.4542,1148.10102488571
3,8,"Huber",4,100,104927.62,114218.556532313,0.0885461476426652,1049.2762,1142.18556532314
3,8,"Huber",5,100,114477.31,113728.718958147,-0.00653920887774717,1144.7731,1137.28718958147
3,8,"Huber",6,100,118337.75,111454.378895761,-0.0581671622473726,1183.3775,1114.54378895761
3,8,"Huber",7,100,121799.51,113428.112607657,-0.068730961170067,1217.9951,1134.28112607657
3,8,"Huber",8,100,159391.95,115592.882777107,-0.274788452132576,1593.9195,1155.92882777107
3,8,"Huber",9,100,256704.6,116241.323946251,-0.547178648352031,2567.046,1162.41323946251
3,8,"Huber",10,100,1801632.95,119389.867218844,-0.933732413575782,18016.3295,1193.89867218844
3,8,"L1",1,100,9230.48,117152.710131529,11.6919412784091,92.3048,1171.52710131529
3,8,"L1",2,100,36066.54,116957.010868,2.24281205982054,360.6654,1169.57010868
3,8,"L1",3,100,66045.42,117071.489819382,0.772590587195628,660.4542,1170.71489819382
3,8,"L1",4,100,104927.62,116769.050552021,0.112853322623925,1049.2762,1167.69050552021
3,8,"L1",5,100,114477.31,115597.108263771,0.00978183592688731,1144.7731,1155.97108263771
3,8,"L1",6,100,118337.75,115236.185509804,-0.0262094259033693,1183.3775,1152.36185509804
3,8,"L1",7,100,121799.51,117302.418510969,-0.0369220819445913,1217.9951,1173.02418510969
3,8,"L1",8,100,159391.95,118475.962260696,-0.256700465357906,1593.9195,1184.75962260696
3,8,"L1",9,100,256704.6,165072.903201912,-0.356953855903198,2567.046,1650.72903201912
3,8,"L1",10,100,1801632.95,114788.089477172,-0.936286639585954,18016.3295,1147.88089477172
3,16,"PMM-auto",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,16,"PMM-auto",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,16,"PMM-auto",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,16,"PMM-auto",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,16,"PMM-auto",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,16,"PMM-auto",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,16,"PMM-auto",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,16,"PMM-auto",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,16,"PMM-auto",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,16,"PMM-auto",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,16,"PMM-relaxed",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,16,"PMM-relaxed",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,16,"PMM-relaxed",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,16,"PMM-relaxed",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,16,"PMM-relaxed",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,16,"PMM-relaxed",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,16,"PMM-relaxed",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,16,"PMM-relaxed",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,16,"PMM-relaxed",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,16,"PMM-relaxed",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,16,"LSE",1,100,9230.48,321784.400935212,33.8610690814792,92.3048,3217.84400935212
3,16,"LSE",2,100,36066.54,359703.260844152,8.97332321991941,360.6654,3597.03260844152
3,16,"LSE",3,100,66045.42,240686.780561941,2.64426148795695,660.4542,2406.86780561941
3,16,"LSE",4,100,104927.62,250648.446713745,1.38877472598487,1049.2762,2506.48446713745
3,16,"LSE",5,100,114477.31,290681.230210218,1.53920388424762,1144.7731,2906.81230210218
3,16,"LSE",6,100,118337.75,176353.437004961,0.490255113055308,1183.3775,1763.53437004961
3,16,"LSE",7,100,121799.51,260509.497115029,1.13883863009818,1217.9951,2605.0949711503
3,16,"LSE",8,100,159391.95,307644.758302799,0.930114778712468,1593.9195,3076.44758302799
3,16,"LSE",9,100,256704.6,394129.467543224,0.535342442415228,2567.046,3941.29467543224
3,16,"LSE",10,100,1801632.95,402549.167535219,-0.77656427324155,18016.3295,4025.49167535219
3,16,"Huber",1,100,9230.48,111159.2418382,11.0426285348324,92.3048,1111.592418382
3,16,"Huber",2,100,36066.54,118294.801255497,2.27990434501055,360.6654,1182.94801255497
3,16,"Huber",3,100,66045.42,113349.707331129,0.716238723762054,660.4542,1133.49707331129
3,16,"Huber",4,100,104927.62,114305.84700449,0.0893780589371056,1049.2762,1143.0584700449
3,16,"Huber",5,100,114477.31,113023.963980467,-0.0126954941510491,1144.7731,1130.23963980467
3,16,"Huber",6,100,118337.75,114006.159528014,-0.036603623712515,1183.3775,1140.06159528014
3,16,"Huber",7,100,121799.51,113034.310700378,-0.0719641589660125,1217.9951,1130.34310700378
3,16,"Huber",8,100,159391.95,115855.076233006,-0.273143491669399,1593.9195,1158.55076233006
3,16,"Huber",9,100,256704.6,118052.534340935,-0.540123027242461,2567.046,1180.52534340935
3,16,"Huber",10,100,1801632.95,118343.423554149,-0.934313244240927,18016.3295,1183.43423554149
3,16,"L1",1,100,9230.48,117172.45133678,11.6940799759904,92.3048,1171.7245133678
3,16,"L1",2,100,36066.54,117134.423275173,2.24773109023414,360.6654,1171.34423275173
3,16,"L1",3,100,66045.42,117197.749479902,0.774502296751273,660.4542,1171.97749479902
3,16,"L1",4,100,104927.62,117433.439080362,0.119185197189854,1049.2762,1174.33439080362
3,16,"L1",5,100,114477.31,120603.521369245,0.0535146342034527,1144.7731,1206.03521369245
3,16,"L1",6,100,118337.75,117687.994402432,-0.00549068743970638,1183.3775,1176.87994402432
3,16,"L1",7,100,121799.51,117152.316953553,-0.0381544478007134,1217.9951,1171.52316953552
3,16,"L1",8,100,159391.95,119040.384592311,-0.253159368510699,1593.9195,1190.40384592311
3,16,"L1",9,100,256704.6,132147.399826071,-0.485216081729462,2567.046,1321.47399826071
3,16,"L1",10,100,1801632.95,123474.469461292,-0.931465246868797,18016.3295,1234.74469461292
4,1,"PMM-auto",1,100,7863.66,231327.993323416,28.417344254891,78.6366,2313.27993323416
4,1,"PMM-auto",2,100,34846.66,254951.843667621,6.31639255147039,348.4666,2549.51843667621
4,1,"PMM-auto",3,100,63466.11,237380.938066846,2.74027867891771,634.6611,2373.80938066846
4,1,"PMM-auto",4,100,103779.84,239544.843712445,1.30820209120042,1037.7984,2395.44843712445
4,1,"PMM-auto",5,100,115435.03,239424.984099987,1.07411029476916,1154.3503,2394.24984099987
4,1,"PMM-auto",6,100,119003.39,231531.140323344,0.945584410018439,1190.0339,2315.31140323344
4,1,"PMM-auto",7,100,124492.02,237185.813648467,0.905229055231552,1244.9202,2371.85813648467
4,1,"PMM-auto",8,100,163794.05,243889.356260271,0.489000096525307,1637.9405,2438.89356260271
4,1,"PMM-auto",9,100,259160.42,236127.821659161,-0.088873904205121,2591.6042,2361.27821659161
4,1,"PMM-auto",10,100,2773582.73,247965.892106006,-0.910597261288108,27735.8273,2479.65892106006
4,1,"PMM-relaxed",1,100,7863.66,231327.993323416,28.417344254891,78.6366,2313.27993323416
4,1,"PMM-relaxed",2,100,34846.66,254951.843667621,6.31639255147039,348.4666,2549.51843667621
4,1,"PMM-relaxed",3,100,63466.11,237380.938066846,2.74027867891771,634.6611,2373.80938066846
4,1,"PMM-relaxed",4,100,103779.84,239544.843712445,1.30820209120042,1037.7984,2395.44843712445
4,1,"PMM-relaxed",5,100,115435.03,239424.984099987,1.07411029476916,1154.3503,2394.24984099987
4,1,"PMM-relaxed",6,100,119003.39,231531.140323344,0.945584410018439,1190.0339,2315.31140323344
4,1,"PMM-relaxed",7,100,124492.02,237185.813648467,0.905229055231552,1244.9202,2371.85813648467
4,1,"PMM-relaxed",8,100,163794.05,243889.356260271,0.489000096525307,1637.9405,2438.89356260271
4,1,"PMM-relaxed",9,100,259160.42,236127.821659161,-0.088873904205121,2591.6042,2361.27821659161
4,1,"PMM-relaxed",10,100,2773582.73,247965.892106006,-0.910597261288108,27735.8273,2479.65892106006
4,1,"LSE",1,100,7863.66,228332.521291224,28.0364183206324,78.6366,2283.32521291224
4,1,"LSE",2,100,34846.66,256953.784630576,6.3738425613983,348.4666,2569.53784630576
4,1,"LSE",3,100,63466.11,236646.353864273,2.72870424647536,634.6611,2366.46353864273
4,1,"LSE",4,100,103779.84,240288.921210403,1.31537186037676,1037.7984,2402.88921210403
4,1,"LSE",5,100,115435.03,234293.304131768,1.02965515867903,1154.3503,2342.93304131768
4,1,"LSE",6,100,119003.39,243926.748183199,1.04974621465152,1190.0339,2439.26748183199
4,1,"LSE",7,100,124492.02,242363.629336225,0.946820602125544,1244.9202,2423.63629336225
4,1,"LSE",8,100,163794.05,233847.680614503,0.427693378449971,1637.9405,2338.47680614503
4,1,"LSE",9,100,259160.42,242129.586106553,-0.065715412459382,2591.6042,2421.29586106553
4,1,"LSE",10,100,2773582.73,246361.492820655,-0.911175718627057,27735.8273,2463.61492820655
4,1,"Huber",1,100,7863.66,111305.569907055,13.154422992227,78.6366,1113.05569907056
4,1,"Huber",2,100,34846.66,111850.260432769,2.20978424999036,348.4666,1118.50260432769
4,1,"Huber",3,100,63466.11,112780.665253403,0.777021866526916,634.6611,1127.80665253403
4,1,"Huber",4,100,103779.84,111269.383205262,0.0721676117949495,1037.7984,1112.69383205262
4,1,"Huber",5,100,115435.03,113271.534641345,-0.0187421041832322,1154.3503,1132.71534641345
4,1,"Huber",6,100,119003.39,111317.199407693,-0.064587996966368,1190.0339,1113.17199407693
4,1,"Huber",7,100,124492.02,111893.186328971,-0.101201937851347,1244.9202,1118.93186328971
4,1,"Huber",8,100,163794.05,115819.665550771,-0.292894549278373,1637.9405,1158.19665550771
4,1,"Huber",9,100,259160.42,114514.612402422,-0.558132324363334,2591.6042,1145.14612402422
4,1,"Huber",10,100,2773582.73,117258.516252294,-0.957723086827739,27735.8273,1172.58516252294
4,1,"L1",1,100,7863.66,116990.48769789,13.8773583417759,78.6366,1169.9048769789
4,1,"L1",2,100,34846.66,117406.8534204,2.36924265970972,348.4666,1174.068534204
4,1,"L1",3,100,63466.11,117178.215952373,0.846311613432323,634.6611,1171.78215952373
4,1,"L1",4,100,103779.84,117305.341038132,0.130328790621878,1037.7984,1173.05341038132
4,1,"L1",5,100,115435.03,118460.021940182,0.0262051470873417,1154.3503,1184.60021940182
4,1,"L1",6,100,119003.39,117350.589532812,-0.0138886839037738,1190.0339,1173.50589532813
4,1,"L1",7,100,124492.02,117648.529654218,-0.054971317404775,1244.9202,1176.48529654218
4,1,"L1",8,100,163794.05,117418.141483931,-0.283135489451959,1637.9405,1174.18141483931
4,1,"L1",9,100,259160.42,117531.650247732,-0.546490740184277,2591.6042,1175.31650247732
4,1,"L1",10,100,2773582.73,117569.958568359,-0.957610798013456,27735.8273,1175.69958568359
4,2,"PMM-auto",1,100,7863.66,231327.993323416,28.417344254891,78.6366,2313.27993323416
4,2,"PMM-auto",2,100,34846.66,254951.843667621,6.31639255147039,348.4666,2549.51843667621
4,2,"PMM-auto",3,100,63466.11,237380.938066846,2.74027867891771,634.6611,2373.80938066846
4,2,"PMM-auto",4,100,103779.84,239544.843712445,1.30820209120042,1037.7984,2395.44843712445
4,2,"PMM-auto",5,100,115435.03,239424.984099987,1.07411029476916,1154.3503,2394.24984099987
4,2,"PMM-auto",6,100,119003.39,231531.140323344,0.945584410018439,1190.0339,2315.31140323344
4,2,"PMM-auto",7,100,124492.02,237185.813648467,0.905229055231552,1244.9202,2371.85813648467
4,2,"PMM-auto",8,100,163794.05,243889.356260271,0.489000096525307,1637.9405,2438.89356260271
4,2,"PMM-auto",9,100,259160.42,236127.821659161,-0.088873904205121,2591.6042,2361.27821659161
4,2,"PMM-auto",10,100,2773582.73,247965.892106006,-0.910597261288108,27735.8273,2479.65892106006
4,2,"PMM-relaxed",1,100,7863.66,231327.993323416,28.417344254891,78.6366,2313.27993323416
4,2,"PMM-relaxed",2,100,34846.66,254951.843667621,6.31639255147039,348.4666,2549.51843667621
4,2,"PMM-relaxed",3,100,63466.11,237380.938066846,2.74027867891771,634.6611,2373.80938066846
4,2,"PMM-relaxed",4,100,103779.84,239544.843712445,1.30820209120042,1037.7984,2395.44843712445
4,2,"PMM-relaxed",5,100,115435.03,239424.984099987,1.07411029476916,1154.3503,2394.24984099987
4,2,"PMM-relaxed",6,100,119003.39,231531.140323344,0.945584410018439,1190.0339,2315.31140323344
4,2,"PMM-relaxed",7,100,124492.02,237185.813648467,0.905229055231552,1244.9202,2371.85813648467
4,2,"PMM-relaxed",8,100,163794.05,243889.356260271,0.489000096525307,1637.9405,2438.89356260271
4,2,"PMM-relaxed",9,100,259160.42,236127.821659161,-0.088873904205121,2591.6042,2361.27821659161
4,2,"PMM-relaxed",10,100,2773582.73,247965.892106006,-0.910597261288108,27735.8273,2479.65892106006
4,2,"LSE",1,100,7863.66,228332.521291224,28.0364183206324,78.6366,2283.32521291224
