"regime","seed","n","p","max_h","mean_h","frac_hi_lev","g3_iid","g3_stud","g4_iid","g4_stud","se_g3_iid","se_g3_stud","method_iid","method_stud","agree"
"contam_decoy",91005,400,6,0.441583764103684,0.0149999999999985,0.04,0.235591512432141,0.238709876685494,10.6946542509298,10.6351913267201,0.731624947406344,0.730113238278094,"LSE","LSE",TRUE
"contam_decoy",91006,400,6,0.499977119048543,0.0149999999999985,0.0425,-0.972035614334373,-1.0536210489032,11.9698462763539,11.9112243157669,0.864432184657072,0.83606445020391,"LSE","LSE",TRUE
"contam_decoy",91007,400,6,0.488370655214858,0.0149999999999985,0.045,0.0344663497019989,0.0316341133122815,11.1511796326117,11.0385812054623,0.969521060440818,0.963614989668667,"LSE","LSE",TRUE
"contam_decoy",91008,400,6,0.386574985044308,0.0149999999999985,0.045,-0.0377213809531053,-0.0515669417694067,7.78043164627216,7.68197696368486,0.602670834095688,0.613813198207936,"LSE","LSE",TRUE
"contam_decoy",91009,400,6,0.398271465934179,0.0149999999999984,0.0525,-0.366076467037342,-0.453792911005962,12.1664655860756,12.1355246411276,1.1053984949247,1.09488230587314,"LSE","LSE",TRUE
"contam_decoy",91010,400,6,0.437530026835303,0.0149999999999985,0.0425,-0.958436928928101,-0.942640349277682,10.9159536221716,10.770181668925,0.822778111014607,0.806352855799097,"LSE","LSE",TRUE
"contam_decoy",91011,400,6,0.773237220661906,0.0149999999999985,0.0425,1.07507775976174,1.06590823442615,13.4200749258444,13.181338237092,0.91163584003969,0.900349698827264,"LSE","LSE",TRUE
"contam_decoy",91012,400,6,0.551335733467199,0.0149999999999984,0.0525,0.150169102271744,0.127235302224275,10.7372275200559,10.806752090002,0.953350822405401,0.975994060589838,"LSE","LSE",TRUE
"contam_decoy",91013,400,6,0.49502406579929,0.0149999999999984,0.045,1.21072551503114,1.2154429357912,9.89455991308983,9.80539482289467,0.663031911789248,0.660428783913854,"LSE","LSE",TRUE
"contam_decoy",91014,400,6,0.595789076337902,0.0149999999999986,0.04,1.03010633195258,0.919566659138034,10.5803957146239,10.5062126898187,0.812336067558908,0.841785274361853,"LSE","LSE",TRUE
"contam_decoy",91015,400,6,0.561713914460956,0.0149999999999985,0.04,-0.851472367723069,-0.813558890918157,14.3324731298912,14.2468007668439,0.974012631177859,0.968092114952188,"LSE","LSE",TRUE
"contam_decoy",91016,400,6,0.427780152164346,0.0149999999999984,0.05,-0.614361102927757,-0.618942728417136,9.67377478262063,9.5951534451487,0.66073744833504,0.646869074576036,"LSE","LSE",TRUE
"contam_decoy",91017,400,6,0.642368947233841,0.0149999999999985,0.045,-2.14349289824896,-2.08784700226557,12.8782111614037,12.4213579601893,0.599629337650833,0.576140683219857,"PMM2","PMM2",TRUE
"contam_decoy",91018,400,6,0.648082979975893,0.0149999999999982,0.055,-2.01910631327144,-1.9980689463003,12.6778878394758,12.461558408879,0.746665211794052,0.739038454952666,"PMM2","PMM2",TRUE
"contam_decoy",91019,400,6,0.412531787472288,0.0149999999999985,0.0475,1.40071969691557,1.40220948508533,7.31142454481855,7.31116578589009,0.443361533225495,0.443225345443444,"PMM2","PMM2",TRUE
"contam_decoy",91020,400,6,0.630542334475689,0.0149999999999984,0.0525,1.48603551232288,1.47469836078025,11.0317141568819,10.9249155136628,0.58741078845754,0.590410969078613,"PMM2","PMM2",TRUE
"contam_decoy",91021,400,6,0.53165344198735,0.0149999999999984,0.04,0.12126685937256,0.123801177953498,6.43829284962094,6.3454039850681,0.529072211380576,0.52469582263403,"LSE","LSE",TRUE
"contam_decoy",91022,400,6,0.401954762891566,0.0149999999999985,0.0425,-0.324963300550537,-0.306467165317821,11.6906609713497,11.5205221842814,0.99964188334117,0.966729976588364,"LSE","LSE",TRUE
"contam_decoy",91023,400,6,0.365894376533952,0.0149999999999984,0.0475,-0.722230037435583,-0.715045922070028,7.70655329512808,7.57345568997546,0.65037625619073,0.634868500779892,"LSE","LSE",TRUE
"contam_decoy",91024,400,6,0.62963191835326,0.0149999999999982,0.0525,-0.485496140758278,-0.529100484269661,5.33128890414813,5.53107126599682,0.47735985568042,0.462519690806364,"LSE","LSE",TRUE
"contam_decoy",91025,400,6,0.404278561661169,0.0149999999999984,0.06,-0.832768262712385,-0.803349774071121,15.4809833627966,15.2333227131163,1.24042226619184,1.2054501152792,"LSE","LSE",TRUE
"contam_decoy",91026,400,6,0.391691571933182,0.0149999999999984,0.0475,-2.06574061007722,-2.02951635270896,14.5967251273766,14.321420080694,0.643527585565056,0.62989603700532,"PMM2","PMM2",TRUE
"contam_decoy",91027,400,6,0.465327449148228,0.0149999999999984,0.045,0.742165734181284,0.738402703856513,6.28005761442912,6.20547421703949,0.456574256730958,0.453554257314189,"LSE","LSE",TRUE
"contam_decoy",91028,400,6,0.5993379383431,0.0149999999999985,0.0425,0.168144562081752,0.160647864689217,8.26514554539466,8.18433596499373,0.719300168504451,0.710148270534087,"LSE","LSE",TRUE
"contam_decoy",91029,400,6,0.538727085737218,0.0149999999999984,0.0525,-1.23733079287672,-1.22874207890242,13.3239199062755,13.2258783599882,0.852661288156233,0.850837918824554,"LSE","LSE",TRUE
"contam_decoy",91030,400,6,0.439463623758502,0.0149999999999985,0.04,0.379264435223006,0.352579337663456,7.47836713702922,7.33988950388203,0.562752996439772,0.547211182519009,"LSE","LSE",TRUE
